image1,image2,label
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0534772\004.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0534772\009.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0534772\004.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0765897\012.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0235427\044.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0235427\015.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0235427\044.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0576883\012.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0625075\004.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0625075\014.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0625075\004.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3303116\025.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0524839\116.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0524839\061.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0524839\116.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2340245\001.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0005538\034.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0005538\031.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0005538\034.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2942175\004.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1872698\080.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1872698\112.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1872698\080.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3446691\006.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0000538\011.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0000538\004.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0000538\011.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0657076\013.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0146178\024.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0146178\032.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0146178\024.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0147310\014.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0000614\077.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0000614\038.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0000614\077.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0002217\006.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0187843\021.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0187843\020.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0187843\021.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0005134\089.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1745775\014.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1745775\008.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1745775\014.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2257466\010.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0005370\012.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0005370\073.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0005370\012.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1307760\030.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2090377\009.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2090377\019.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2090377\009.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001608\079.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1430838\013.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1430838\011.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1430838\013.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001131\180.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0004761\054.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0004761\033.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0004761\054.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0911056\004.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0828307\012.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0828307\004.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0828307\012.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2358540\006.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1457069\016.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1457069\014.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1457069\016.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0701747\011.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1154152\014.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1154152\015.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1154152\014.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1034625\018.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2681284\049.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2681284\040.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2681284\049.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0488832\011.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0428963\063.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0428963\064.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0428963\063.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3598507\010.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0431645\024.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0431645\018.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0431645\024.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0076482\002.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0004898\036.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0004898\023.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0004898\036.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0569458\007.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0934563\005.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0934563\008.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0934563\005.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0862328\049.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0000667\006.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0000667\015.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0000667\006.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2103508\024.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\5613764\024.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\5613764\031.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\5613764\024.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0710271\007.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1506663\001.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1506663\014.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1506663\001.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3900523\072.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1555161\017.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1555161\020.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1555161\017.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0319826\010.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0994553\025.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0994553\005.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0994553\025.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1071898\002.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1962531\013.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1962531\003.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1962531\013.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0478447\001.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1047343\015.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1047343\021.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1047343\015.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1594832\006.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2624819\041.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2624819\015.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2624819\041.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\4480973\006.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0888022\001.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0888022\011.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0888022\001.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2789553\026.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001518\113.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001518\111.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001518\113.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3188420\017.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3101039\004.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3101039\005.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3101039\004.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0867240\012.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0039162\068.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0039162\047.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0039162\068.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0183417\005.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1799098\006.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1799098\004.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1799098\006.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1580243\116.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2524048\004.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2524048\044.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2524048\004.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0004286\073.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1146910\019.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1146910\005.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1146910\019.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2200553\013.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2706124\003.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2706124\002.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2706124\003.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\5743918\029.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001168\005.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001168\006.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001168\005.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1209950\015.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1835900\002.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1835900\008.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1835900\002.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0193041\029.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\4508994\015.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\4508994\007.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\4508994\015.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0411857\020.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3432141\015.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3432141\024.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3432141\015.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\4708023\003.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0004894\018.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0004894\007.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0004894\018.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0875768\010.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1416330\006.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1416330\008.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1416330\006.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0000600\042.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0552222\007.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0552222\005.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0552222\007.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0424253\013.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0817844\082.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0817844\029.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0817844\082.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1080835\017.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1140952\003.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1140952\016.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1140952\003.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2373963\002.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0105438\012.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0105438\003.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0105438\012.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0672303\011.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001504\047.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001504\054.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001504\047.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0237910\009.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\5360404\022.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\5360404\021.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\5360404\022.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0109863\007.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1216253\007.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1216253\001.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1216253\007.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0815204\004.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3578998\027.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3578998\031.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3578998\027.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0248461\050.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1410318\012.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1410318\023.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1410318\012.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0625796\011.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2972478\037.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2972478\019.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2972478\037.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3845245\018.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1967643\024.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1967643\049.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1967643\024.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2788999\031.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3994768\027.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3994768\039.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3994768\027.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2957438\012.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2063756\006.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2063756\017.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2063756\006.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0810619\030.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3164196\011.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3164196\001.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3164196\011.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0671401\013.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3349100\024.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3349100\020.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3349100\024.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1691239\013.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2078761\004.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2078761\022.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2078761\004.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3489819\002.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0301959\266.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0301959\030.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0301959\266.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1985495\012.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001272\074.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001272\050.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001272\074.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1865727\015.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0792177\018.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0792177\011.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0792177\018.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0247754\036.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001388\031.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001388\037.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001388\031.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1504650\008.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0095209\008.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0095209\024.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0095209\008.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2400045\312.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2524307\008.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2524307\016.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2524307\008.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0005167\013.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0807501\004.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0807501\029.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0807501\004.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0621393\017.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1032567\024.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1032567\020.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1032567\024.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0000582\087.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0396812\084.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0396812\033.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0396812\084.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2075532\025.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1404034\021.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1404034\002.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1404034\021.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2018237\080.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1483339\019.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1483339\013.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1483339\019.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0000613\019.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0170642\015.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0170642\023.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0170642\015.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0158966\026.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0000589\001.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0000589\010.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0000589\001.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0005321\046.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2483929\006.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2483929\012.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2483929\006.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1296783\033.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0792888\014.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0792888\017.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0792888\014.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0000524\017.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0000532\039.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0000532\041.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0000532\039.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0001492\024.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2239431\014.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2239431\013.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2239431\014.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\4596402\007.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3045861\012.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3045861\020.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\3045861\012.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0002253\036.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1000737\001.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1000737\024.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1000737\001.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\1217016\024.jpg,0
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2196388\008.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2196388\013.jpg,1
C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\2196388\008.jpg,C:\Users\Mert\Desktop\keras-facenet\CASIA-WebFace\0489476\019.jpg,0
